id1,id2,label
psa01,psa02,0
psa01,psa03,0
psa02,psa03,0
psa01,psa04,0
psa02,psa04,0
psa03,psa04,0
psa01,psa05,0
psa02,psa05,0
psa03,psa05,0
psa04,psa05,0
psa01,psa06,-1
psa02,psa06,-1
psa03,psa06,-1
psa04,psa06,-1
psa05,psa06,-1
psa01,psa07,-1
psa02,psa07,-1
psa03,psa07,-1
psa04,psa07,-1
psa05,psa07,-1
psa06,psa07,-1
psa01,psa08,-1
psa02,psa08,-1
psa03,psa08,-1
psa04,psa08,-1
psa05,psa08,-1
psa06,psa08,0
psa07,psa08,1
psa01,psa09,-1
psa02,psa09,-1
psa03,psa09,-1
psa04,psa09,-1
psa05,psa09,-1
psa06,psa09,-1
psa07,psa09,0
psa08,psa09,-1
psa01,psa10,-1
psa02,psa10,-1
psa03,psa10,-1
psa04,psa10,-1
psa05,psa10,-1
psa06,psa10,-1
psa07,psa10,0
psa08,psa10,-1
psa09,psa10,0
psa01,psa11,-1
psa02,psa11,-1
psa03,psa11,-1
psa04,psa11,-1
psa05,psa11,-1
psa06,psa11,-1
psa07,psa11,0
psa08,psa11,-1
psa09,psa11,0
psa10,psa11,0
psa01,psa12,-1
psa02,psa12,-1
psa03,psa12,-1
psa04,psa12,-1
psa05,psa12,-1
psa06,psa12,-1
psa07,psa12,0
psa08,psa12,-1
psa09,psa12,0
psa10,psa12,0
psa11,psa12,0
psa01,psa13,-1
psa02,psa13,-1
psa03,psa13,-1
psa04,psa13,-1
psa05,psa13,-1
psa06,psa13,-1
psa07,psa13,0
psa08,psa13,-1
psa09,psa13,0
psa10,psa13,0
psa11,psa13,0
psa12,psa13,0
psa01,psa14,-1
psa02,psa14,-1
psa03,psa14,-1
psa04,psa14,-1
psa05,psa14,-1
psa06,psa14,-1
psa07,psa14,-1
psa08,psa14,-1
psa09,psa14,-1
psa10,psa14,-1
psa11,psa14,-1
psa12,psa14,-1
psa13,psa14,-1
psa01,psa15,-1
psa02,psa15,-1
psa03,psa15,-1
psa04,psa15,-1
psa05,psa15,-1
psa06,psa15,-1
psa07,psa15,-1
psa08,psa15,-1
psa09,psa15,-1
psa10,psa15,-1
psa11,psa15,-1
psa12,psa15,-1
psa13,psa15,-1
psa14,psa15,0
psa01,psa16,-1
psa02,psa16,-1
psa03,psa16,-1
psa04,psa16,-1
psa05,psa16,-1
psa06,psa16,-1
psa07,psa16,-1
psa08,psa16,-1
psa09,psa16,-1
psa10,psa16,-1
psa11,psa16,-1
psa12,psa16,-1
psa13,psa16,-1
psa14,psa16,-1
psa15,psa16,-1
psa01,psa17,-1
psa02,psa17,-1
psa03,psa17,-1
psa04,psa17,-1
psa05,psa17,-1
psa06,psa17,-1
psa07,psa17,-1
psa08,psa17,-1
psa09,psa17,-1
psa10,psa17,-1
psa11,psa17,-1
psa12,psa17,-1
psa13,psa17,-1
psa14,psa17,-1
psa15,psa17,-1
psa16,psa17,-1
psa01,psa18,-1
psa02,psa18,-1
psa03,psa18,-1
psa04,psa18,-1
psa05,psa18,-1
psa06,psa18,-1
psa07,psa18,-1
psa08,psa18,-1
psa09,psa18,-1
psa10,psa18,-1
psa11,psa18,-1
psa12,psa18,-1
psa13,psa18,-1
psa14,psa18,-1
psa15,psa18,-1
psa16,psa18,-1
psa17,psa18,0
psa01,psa19,-1
psa02,psa19,-1
psa03,psa19,-1
psa04,psa19,-1
psa05,psa19,-1
psa06,psa19,-1
psa07,psa19,-1
psa08,psa19,-1
psa09,psa19,-1
psa10,psa19,-1
psa11,psa19,-1
psa12,psa19,-1
psa13,psa19,-1
psa14,psa19,-1
psa15,psa19,-1
psa16,psa19,-1
psa17,psa19,0
psa18,psa19,0
psa01,psa20,-1
psa02,psa20,-1
psa03,psa20,-1
psa04,psa20,-1
psa05,psa20,-1
psa06,psa20,-1
psa07,psa20,-1
psa08,psa20,-1
psa09,psa20,-1
psa10,psa20,-1
psa11,psa20,-1
psa12,psa20,-1
psa13,psa20,-1
psa14,psa20,-1
psa15,psa20,-1
psa16,psa20,-1
psa17,psa20,-1
psa18,psa20,-1
psa19,psa20,-1
psa01,psa21,-1
psa02,psa21,-1
psa03,psa21,-1
psa04,psa21,-1
psa05,psa21,-1
psa06,psa21,-1
psa07,psa21,-1
psa08,psa21,-1
psa09,psa21,-1
psa10,psa21,-1
psa11,psa21,-1
psa12,psa21,-1
psa13,psa21,-1
psa14,psa21,-1
psa15,psa21,-1
psa16,psa21,-1
psa17,psa21,-1
psa18,psa21,-1
psa19,psa21,-1
psa20,psa21,0
psa01,psa22,-1
psa02,psa22,-1
psa03,psa22,-1
psa04,psa22,-1
psa05,psa22,-1
psa06,psa22,-1
psa07,psa22,-1
psa08,psa22,-1
psa09,psa22,-1
psa10,psa22,-1
psa11,psa22,-1
psa12,psa22,-1
psa13,psa22,-1
psa14,psa22,-1
psa15,psa22,-1
psa16,psa22,-1
psa17,psa22,-1
psa18,psa22,-1
psa19,psa22,-1
psa20,psa22,0
psa21,psa22,0
psa01,psa23,-1
psa02,psa23,-1
psa03,psa23,-1
psa04,psa23,-1
psa05,psa23,-1
psa06,psa23,-1
psa07,psa23,-1
psa08,psa23,-1
psa09,psa23,-1
psa10,psa23,-1
psa11,psa23,-1
psa12,psa23,-1
psa13,psa23,-1
psa14,psa23,-1
psa15,psa23,-1
psa16,psa23,-1
psa17,psa23,-1
psa18,psa23,-1
psa19,psa23,-1
psa20,psa23,0
psa21,psa23,0
psa22,psa23,0
psa01,psa24,-1
psa02,psa24,-1
psa03,psa24,-1
psa04,psa24,-1
psa05,psa24,-1
psa06,psa24,-1
psa07,psa24,-1
psa08,psa24,-1
psa09,psa24,-1
psa10,psa24,-1
psa11,psa24,-1
psa12,psa24,-1
psa13,psa24,-1
psa14,psa24,-1
psa15,psa24,-1
psa16,psa24,-1
psa17,psa24,-1
psa18,psa24,-1
psa19,psa24,-1
psa20,psa24,-1
psa21,psa24,-1
psa22,psa24,-1
psa23,psa24,-1
psa01,psa25,-1
psa02,psa25,-1
psa03,psa25,-1
psa04,psa25,-1
psa05,psa25,-1
psa06,psa25,-1
psa07,psa25,-1
psa08,psa25,-1
psa09,psa25,-1
psa10,psa25,-1
psa11,psa25,-1
psa12,psa25,-1
psa13,psa25,-1
psa14,psa25,-1
psa15,psa25,-1
psa16,psa25,-1
psa17,psa25,-1
psa18,psa25,-1
psa19,psa25,-1
psa20,psa25,-1
psa21,psa25,-1
psa22,psa25,-1
psa23,psa25,-1
psa24,psa25,0
psa01,psa26,-1
psa02,psa26,-1
psa03,psa26,-1
psa04,psa26,-1
psa05,psa26,-1
psa06,psa26,-1
psa07,psa26,-1
psa08,psa26,-1
psa09,psa26,-1
psa10,psa26,-1
psa11,psa26,-1
psa12,psa26,-1
psa13,psa26,-1
psa14,psa26,-1
psa15,psa26,-1
psa16,psa26,-1
psa17,psa26,-1
psa18,psa26,-1
psa19,psa26,-1
psa20,psa26,-1
psa21,psa26,-1
psa22,psa26,-1
psa23,psa26,-1
psa24,psa26,0
psa25,psa26,0
psa01,psa27,-1
psa02,psa27,-1
psa03,psa27,-1
psa04,psa27,-1
psa05,psa27,-1
psa06,psa27,-1
psa07,psa27,-1
psa08,psa27,-1
psa09,psa27,-1
psa10,psa27,-1
psa11,psa27,-1
psa12,psa27,-1
psa13,psa27,-1
psa14,psa27,-1
psa15,psa27,-1
psa16,psa27,-1
psa17,psa27,-1
psa18,psa27,-1
psa19,psa27,-1
psa20,psa27,-1
psa21,psa27,-1
psa22,psa27,-1
psa23,psa27,-1
psa24,psa27,0
psa25,psa27,0
psa26,psa27,0
psa01,psa28,-1
psa02,psa28,-1
psa03,psa28,-1
psa04,psa28,-1
psa05,psa28,-1
psa06,psa28,-1
psa07,psa28,-1
psa08,psa28,-1
psa09,psa28,-1
psa10,psa28,-1
psa11,psa28,-1
psa12,psa28,-1
psa13,psa28,-1
psa14,psa28,-1
psa15,psa28,-1
psa16,psa28,-1
psa17,psa28,-1
psa18,psa28,-1
psa19,psa28,-1
psa20,psa28,-1
psa21,psa28,-1
psa22,psa28,-1
psa23,psa28,-1
psa24,psa28,0
psa25,psa28,0
psa26,psa28,0
psa27,psa28,0
psa01,psa29,-1
psa02,psa29,-1
psa03,psa29,-1
psa04,psa29,-1
psa05,psa29,-1
psa06,psa29,-1
psa07,psa29,-1
psa08,psa29,-1
psa09,psa29,-1
psa10,psa29,-1
psa11,psa29,-1
psa12,psa29,-1
psa13,psa29,-1
psa14,psa29,-1
psa15,psa29,-1
psa16,psa29,-1
psa17,psa29,-1
psa18,psa29,-1
psa19,psa29,-1
psa20,psa29,-1
psa21,psa29,-1
psa22,psa29,-1
psa23,psa29,-1
psa24,psa29,0
psa25,psa29,0
psa26,psa29,0
psa27,psa29,0
psa28,psa29,0
psa01,psa30,-1
psa02,psa30,-1
psa03,psa30,-1
psa04,psa30,-1
psa05,psa30,-1
psa06,psa30,-1
psa07,psa30,-1
psa08,psa30,-1
psa09,psa30,-1
psa10,psa30,-1
psa11,psa30,-1
psa12,psa30,-1
psa13,psa30,-1
psa14,psa30,-1
psa15,psa30,-1
psa16,psa30,-1
psa17,psa30,-1
psa18,psa30,-1
psa19,psa30,-1
psa20,psa30,-1
psa21,psa30,-1
psa22,psa30,-1
psa23,psa30,-1
psa24,psa30,0
psa25,psa30,0
psa26,psa30,0
psa27,psa30,0
psa28,psa30,0
psa29,psa30,0
psa01,psa31,-1
psa02,psa31,-1
psa03,psa31,-1
psa04,psa31,-1
psa05,psa31,-1
psa06,psa31,-1
psa07,psa31,-1
psa08,psa31,-1
psa09,psa31,-1
