elise01,elise03,1
elise01,elise04,-1
elise01,elise05,-1
elise01,elise06,-1
elise01,elise10,0
elise01,elise13,-1
elise01,elise14,-1
elise01,elise15,-1
elise01,elise16,1
elise01,elise17,1
elise01,elise18,-1
elise01,elise19,-1
elise01,elise21,0
elise01,elise22,0
elise01,elise26,-1
elise01,elise28,-1
elise01,elise29,-1
elise03,elise04,-1
elise03,elise05,-1
elise03,elise06,-1
elise03,elise10,-1
elise03,elise13,-1
elise03,elise14,-1
elise03,elise15,-1
elise03,elise16,-1
elise03,elise17,-1
elise03,elise18,-1
elise03,elise19,-1
elise03,elise21,-1
elise03,elise22,-1
elise03,elise26,-1
elise03,elise28,-1
elise03,elise29,-1
elise04,elise05,-1
elise04,elise06,0
elise04,elise10,0
elise04,elise13,-1
elise04,elise14,1
elise04,elise15,0
elise04,elise16,0
elise04,elise17,-1
elise04,elise18,-1
elise04,elise19,-1
elise04,elise21,0
elise04,elise22,0
elise04,elise26,-1
elise04,elise28,0
elise04,elise29,-1
elise05,elise06,1
elise05,elise10,1
elise05,elise13,0
elise05,elise14,1
elise05,elise15,1
elise05,elise16,1
elise05,elise17,1
elise05,elise18,0
elise05,elise19,1
elise05,elise21,1
elise05,elise22,1
elise05,elise26,0
elise05,elise28,1
elise05,elise29,1
elise06,elise10,0
elise06,elise13,-1
elise06,elise14,1
elise06,elise15,1
elise06,elise16,0
elise06,elise17,0
elise06,elise18,-1
elise06,elise19,-1
elise06,elise21,0
elise06,elise22,0
elise06,elise26,-1
elise06,elise28,-1
elise06,elise29,0
elise10,elise13,-1
elise10,elise14,1
elise10,elise15,1
elise10,elise16,0
elise10,elise17,0
elise10,elise18,-1
elise10,elise19,-1
elise10,elise21,-1
elise10,elise22,1
elise10,elise26,-1
elise10,elise28,0
elise10,elise29,0
elise13,elise14,1
elise13,elise15,1
elise13,elise16,1
elise13,elise17,1
elise13,elise18,0
elise13,elise19,1
elise13,elise21,1
elise13,elise22,1
elise13,elise26,0
elise13,elise28,1
elise13,elise29,1
elise14,elise15,0
elise14,elise16,-1
elise14,elise17,-1
elise14,elise18,-1
elise14,elise19,-1
elise14,elise21,-1
elise14,elise22,0
elise14,elise26,-1
elise14,elise28,-1
elise14,elise29,-1
elise15,elise16,0
elise15,elise17,1
elise15,elise18,-1
elise15,elise19,0
elise15,elise21,1
elise15,elise22,0
elise15,elise26,-1
elise15,elise28,-1
elise15,elise29,0
elise16,elise17,0
elise16,elise18,-1
elise16,elise19,-1
elise16,elise21,-1
elise16,elise22,0
elise16,elise26,-1
elise16,elise28,-1
elise16,elise29,-1
elise17,elise18,-1
elise17,elise19,-1
elise17,elise21,0
elise17,elise22,0
elise17,elise26,-1
elise17,elise28,-1
elise17,elise29,-1
elise18,elise19,1
elise18,elise21,1
elise18,elise22,1
elise18,elise26,-1
elise18,elise28,0
elise18,elise29,1
elise19,elise21,1
elise19,elise22,1
elise19,elise26,-1
elise19,elise28,0
elise19,elise29,1
elise21,elise22,0
elise21,elise26,-1
elise21,elise28,-1
elise21,elise29,0
elise22,elise26,-1
elise22,elise28,-1
elise22,elise29,0
elise26,elise28,1
elise26,elise29,1
elise28,elise29,0
psa01,psa02,0
psa01,psa03,0
psa02,psa03,0
psa01,psa04,0
psa02,psa04,0
psa03,psa04,0
psa01,psa06,-1
psa02,psa06,-1
psa03,psa06,-1
psa04,psa06,-1
psa01,psa07,-1
psa02,psa07,-1
psa03,psa07,-1
psa04,psa07,-1
psa06,psa07,-1
psa01,psa09,-1
psa02,psa09,-1
psa03,psa09,-1
psa04,psa09,-1
psa06,psa09,-1
psa07,psa09,0
psa01,psa10,-1
psa02,psa10,-1
psa03,psa10,-1
psa04,psa10,-1
psa06,psa10,-1
psa07,psa10,0
psa09,psa10,0
psa01,psa11,-1
psa02,psa11,-1
psa03,psa11,-1
psa04,psa11,-1
psa06,psa11,-1
psa07,psa11,0
psa09,psa11,0
psa10,psa11,0
psa01,psa13,-1
psa02,psa13,-1
psa03,psa13,-1
psa04,psa13,-1
psa06,psa13,-1
psa07,psa13,0
psa09,psa13,0
psa10,psa13,0
psa11,psa13,0
psa01,psa16,-1
psa02,psa16,-1
psa03,psa16,-1
psa04,psa16,-1
psa06,psa16,-1
psa07,psa16,-1
psa09,psa16,-1
psa10,psa16,-1
psa11,psa16,-1
psa13,psa16,-1
psa01,psa17,-1
psa02,psa17,-1
psa03,psa17,-1
psa04,psa17,-1
psa06,psa17,-1
psa07,psa17,-1
psa09,psa17,-1
psa10,psa17,-1
psa11,psa17,-1
psa13,psa17,-1
psa16,psa17,-1
psa01,psa22,-1
psa02,psa22,-1
psa03,psa22,-1
psa04,psa22,-1
psa06,psa22,-1
psa07,psa22,-1
psa09,psa22,-1
psa10,psa22,-1
psa11,psa22,-1
psa13,psa22,-1
psa16,psa22,-1
psa17,psa22,-1
psa01,psa24,-1
psa02,psa24,-1
psa03,psa24,-1
psa04,psa24,-1
psa06,psa24,-1
psa07,psa24,-1
psa09,psa24,-1
psa10,psa24,-1
psa11,psa24,-1
psa13,psa24,-1
psa16,psa24,-1
psa17,psa24,-1
psa22,psa24,-1
psa01,psa26,-1
psa02,psa26,-1
psa03,psa26,-1
psa04,psa26,-1
psa06,psa26,-1
psa07,psa26,-1
psa09,psa26,-1
psa10,psa26,-1
psa11,psa26,-1
psa13,psa26,-1
psa16,psa26,-1
psa17,psa26,-1
psa22,psa26,-1
psa24,psa26,0
psa01,psa28,-1
psa02,psa28,-1
psa03,psa28,-1
psa04,psa28,-1
psa06,psa28,-1
psa07,psa28,-1
psa09,psa28,-1
psa10,psa28,-1
psa11,psa28,-1
psa13,psa28,-1
psa16,psa28,-1
psa17,psa28,-1
psa22,psa28,-1
psa24,psa28,0
psa26,psa28,0
psa01,psa29,-1
psa02,psa29,-1
psa03,psa29,-1
psa04,psa29,-1
psa06,psa29,-1
psa07,psa29,-1
psa09,psa29,-1
psa10,psa29,-1
psa11,psa29,-1
psa13,psa29,-1
psa16,psa29,-1
psa17,psa29,-1
psa22,psa29,-1
psa24,psa29,0
psa26,psa29,0
psa28,psa29,0
psa01,psa31,-1
psa02,psa31,-1
psa03,psa31,-1
psa04,psa31,-1
psa06,psa31,-1
psa07,psa31,-1
psa09,psa31,-1
psa10,psa31,-1
psa11,psa31,-1
psa13,psa31,-1
psa16,psa31,-1
psa17,psa31,-1
psa22,psa31,-1
psa24,psa31,0
psa26,psa31,0
psa28,psa31,0
psa29,psa31,0
psa01,psa32,-1
psa02,psa32,-1
psa03,psa32,-1
psa04,psa32,-1
psa06,psa32,-1
psa07,psa32,-1
psa09,psa32,-1
psa10,psa32,-1
psa11,psa32,-1
psa13,psa32,-1
psa16,psa32,-1
psa17,psa32,-1
psa22,psa32,-1
psa24,psa32,0
psa26,psa32,0
psa28,psa32,0
psa29,psa32,0
psa31,psa32,0
psa01,psa33,-1
psa02,psa33,-1
psa03,psa33,-1
psa04,psa33,-1
psa06,psa33,-1
psa07,psa33,-1
psa09,psa33,-1
psa10,psa33,-1
psa11,psa33,-1
psa13,psa33,-1
psa16,psa33,-1
psa17,psa33,-1
psa22,psa33,-1
psa24,psa33,0
psa26,psa33,0
psa28,psa33,0
psa29,psa33,0
psa31,psa33,0
psa32,psa33,0
psa01,psa34,-1
psa02,psa34,-1
psa03,psa34,-1
psa04,psa34,-1
psa06,psa34,-1
psa07,psa34,-1
psa09,psa34,-1
psa10,psa34,-1
psa11,psa34,-1
psa13,psa34,-1
psa16,psa34,-1
psa17,psa34,-1
psa22,psa34,-1
psa24,psa34,-1
psa26,psa34,-1
psa28,psa34,-1
psa29,psa34,-1
psa31,psa34,-1
psa32,psa34,-1
psa33,psa34,-1
psa01,psa35,-1
psa02,psa35,-1
psa03,psa35,-1
psa04,psa35,-1
psa06,psa35,-1
psa07,psa35,-1
psa09,psa35,-1
psa10,psa35,-1
psa11,psa35,-1
psa13,psa35,-1
psa16,psa35,-1
psa17,psa35,-1
psa22,psa35,-1
psa24,psa35,-1
psa26,psa35,-1
psa28,psa35,-1
psa29,psa35,-1
psa31,psa35,-1
psa32,psa35,-1
psa33,psa35,-1
psa34,psa35,0
psa01,psa36,-1
psa02,psa36,-1
psa03,psa36,-1
psa04,psa36,-1
psa06,psa36,-1
psa07,psa36,-1
psa09,psa36,-1
psa10,psa36,-1
psa11,psa36,-1
psa13,psa36,-1
psa16,psa36,-1
psa17,psa36,-1
psa22,psa36,-1
psa24,psa36,-1
psa26,psa36,-1
psa28,psa36,-1
psa29,psa36,-1
psa31,psa36,-1
psa32,psa36,-1
psa33,psa36,-1
psa34,psa36,0
psa35,psa36,0
psa01,psa37,-1
psa02,psa37,-1
psa03,psa37,-1
psa04,psa37,-1
psa06,psa37,-1
psa07,psa37,-1
psa09,psa37,-1
psa10,psa37,-1
psa11,psa37,-1
psa13,psa37,-1
psa16,psa37,-1
psa17,psa37,-1
psa22,psa37,-1
psa24,psa37,-1
psa26,psa37,-1
psa28,psa37,-1
psa29,psa37,-1
psa31,psa37,-1
psa32,psa37,-1
psa33,psa37,-1
psa34,psa37,0
psa35,psa37,0
psa36,psa37,0
psa01,psa38,-1
psa02,psa38,-1
psa03,psa38,-1
psa04,psa38,-1
psa06,psa38,-1
psa07,psa38,-1
psa09,psa38,-1
psa10,psa38,-1
psa11,psa38,-1
psa13,psa38,-1
psa16,psa38,-1
psa17,psa38,-1
psa22,psa38,-1
psa24,psa38,-1
psa26,psa38,-1
psa28,psa38,-1
psa29,psa38,-1
psa31,psa38,-1
psa32,psa38,-1
psa33,psa38,-1
psa34,psa38,0
psa35,psa38,0
psa36,psa38,0
psa37,psa38,0
psa01,psa39,-1
psa02,psa39,-1
psa03,psa39,-1
psa04,psa39,-1
psa06,psa39,-1
psa07,psa39,-1
psa09,psa39,-1
psa10,psa39,-1
psa11,psa39,-1
psa13,psa39,-1
psa16,psa39,-1
psa17,psa39,-1
psa22,psa39,-1
psa24,psa39,-1
psa26,psa39,-1
psa28,psa39,-1
psa29,psa39,-1
psa31,psa39,-1
psa32,psa39,-1
psa33,psa39,-1
psa34,psa39,0
psa35,psa39,0
psa36,psa39,0
psa37,psa39,0
psa38,psa39,0
psa01,psa40,-1
psa02,psa40,-1
psa03,psa40,-1
psa04,psa40,-1
psa06,psa40,-1
psa07,psa40,-1
psa09,psa40,-1
psa10,psa40,-1
psa11,psa40,-1
psa13,psa40,-1
psa16,psa40,-1
psa17,psa40,-1
psa22,psa40,-1
psa24,psa40,-1
psa26,psa40,-1
psa28,psa40,-1
psa29,psa40,-1
psa31,psa40,-1
psa32,psa40,-1
psa33,psa40,-1
psa34,psa40,0
psa35,psa40,0
psa36,psa40,0
psa37,psa40,0
psa38,psa40,0
psa39,psa40,0
psa01,psa41,-1
psa02,psa41,-1
psa03,psa41,-1
psa04,psa41,-1
psa06,psa41,-1
psa07,psa41,-1
psa09,psa41,-1
psa10,psa41,-1
psa11,psa41,-1
psa13,psa41,-1
psa16,psa41,-1
psa17,psa41,-1
psa22,psa41,-1
psa24,psa41,-1
psa26,psa41,-1
psa28,psa41,-1
psa29,psa41,-1
psa31,psa41,-1
psa32,psa41,-1
psa33,psa41,-1
psa34,psa41,0
psa35,psa41,0
psa36,psa41,0
psa37,psa41,0
psa38,psa41,0
psa39,psa41,0
psa40,psa41,0
psa01,psa43,-1
psa02,psa43,-1
psa03,psa43,-1
psa04,psa43,-1
psa06,psa43,-1
psa07,psa43,-1
psa09,psa43,-1
psa10,psa43,-1
psa11,psa43,-1
psa13,psa43,-1
psa16,psa43,-1
psa17,psa43,-1
psa22,psa43,-1
psa24,psa43,-1
psa26,psa43,-1
psa28,psa43,-1
psa29,psa43,-1
psa31,psa43,-1
psa32,psa43,-1
psa33,psa43,-1
psa34,psa43,0
psa35,psa43,0
psa36,psa43,0
psa37,psa43,0
psa38,psa43,0
psa39,psa43,0
psa40,psa43,0
psa41,psa43,0
psa01,psa45,-1
psa02,psa45,-1
psa03,psa45,-1
psa04,psa45,-1
psa06,psa45,-1
psa07,psa45,-1
psa09,psa45,-1
psa10,psa45,-1
psa11,psa45,-1
psa13,psa45,-1
psa16,psa45,-1
psa17,psa45,-1
psa22,psa45,-1
psa24,psa45,-1
psa26,psa45,-1
psa28,psa45,-1
psa29,psa45,-1
psa31,psa45,-1
psa32,psa45,-1
psa33,psa45,-1
psa34,psa45,0
psa35,psa45,0
psa36,psa45,0
psa37,psa45,0
psa38,psa45,0
psa39,psa45,0
psa40,psa45,0
psa41,psa45,0
psa43,psa45,0
psa01,psa48,-1
psa02,psa48,-1
psa03,psa48,-1
psa04,psa48,-1
psa06,psa48,-1
psa07,psa48,-1
psa09,psa48,-1
psa10,psa48,-1
psa11,psa48,-1
psa13,psa48,-1
psa16,psa48,-1
psa17,psa48,-1
psa22,psa48,-1
psa24,psa48,-1
psa26,psa48,-1
psa28,psa48,-1
psa29,psa48,-1
psa31,psa48,-1
psa32,psa48,-1
psa33,psa48,-1
psa34,psa48,0
psa35,psa48,0
psa36,psa48,0
psa37,psa48,0
psa38,psa48,0
psa39,psa48,0
psa40,psa48,0
psa41,psa48,0
psa43,psa48,0
psa45,psa48,0
psa01,psa49,-1
psa02,psa49,-1
psa03,psa49,-1
psa04,psa49,-1
psa06,psa49,-1
psa07,psa49,-1
psa09,psa49,-1
psa10,psa49,-1
psa11,psa49,-1
psa13,psa49,-1
psa16,psa49,-1
psa17,psa49,-1
psa22,psa49,-1
psa24,psa49,-1
psa26,psa49,-1
psa28,psa49,-1
psa29,psa49,-1
psa31,psa49,-1
psa32,psa49,-1
psa33,psa49,-1
psa34,psa49,0
psa35,psa49,0
psa36,psa49,0
psa37,psa49,0
psa38,psa49,0
psa39,psa49,0
psa40,psa49,0
psa41,psa49,0
psa43,psa49,0
psa45,psa49,0
psa48,psa49,0
psa01,psa51,-1
psa02,psa51,-1
psa03,psa51,-1
psa04,psa51,-1
psa06,psa51,-1
psa07,psa51,-1
psa09,psa51,-1
psa10,psa51,-1
psa11,psa51,-1
psa13,psa51,-1
psa16,psa51,-1
psa17,psa51,-1
psa22,psa51,-1
psa24,psa51,-1
psa26,psa51,-1
psa28,psa51,-1
psa29,psa51,-1
psa31,psa51,-1
psa32,psa51,-1
psa33,psa51,-1
psa34,psa51,0
psa35,psa51,0
psa36,psa51,0
psa37,psa51,0
psa38,psa51,0
psa39,psa51,0
psa40,psa51,0
psa41,psa51,0
psa43,psa51,0
psa45,psa51,0
psa48,psa51,0
psa49,psa51,0
psa01,psa52,-1
psa02,psa52,-1
psa03,psa52,-1
psa04,psa52,-1
psa06,psa52,-1
psa07,psa52,-1
psa09,psa52,-1
psa10,psa52,-1
psa11,psa52,-1
psa13,psa52,-1
psa16,psa52,-1
psa17,psa52,-1
psa22,psa52,-1
psa24,psa52,-1
psa26,psa52,-1
psa28,psa52,-1
psa29,psa52,-1
psa31,psa52,-1
psa32,psa52,-1
psa33,psa52,-1
psa34,psa52,0
psa35,psa52,0
psa36,psa52,0
psa37,psa52,0
psa38,psa52,0
psa39,psa52,0
psa40,psa52,0
psa41,psa52,0
psa43,psa52,0
psa45,psa52,0
psa48,psa52,0
psa49,psa52,0
psa51,psa52,0
psa01,psa53,-1
psa02,psa53,-1
psa03,psa53,-1
psa04,psa53,-1
psa06,psa53,-1
psa07,psa53,-1
psa09,psa53,-1
psa10,psa53,-1
psa11,psa53,-1
psa13,psa53,-1
psa16,psa53,-1
psa17,psa53,-1
psa22,psa53,-1
psa24,psa53,-1
psa26,psa53,-1
psa28,psa53,-1
psa29,psa53,-1
psa31,psa53,-1
psa32,psa53,-1
psa33,psa53,-1
psa34,psa53,-1
psa35,psa53,-1
psa36,psa53,-1
psa37,psa53,-1
psa38,psa53,-1
psa39,psa53,-1
psa40,psa53,-1
psa41,psa53,-1
psa43,psa53,-1
psa45,psa53,-1
psa48,psa53,-1
psa49,psa53,-1
psa51,psa53,-1
psa52,psa53,-1
psa01,psa54,-1
psa02,psa54,-1
psa03,psa54,-1
psa04,psa54,-1
psa06,psa54,-1
psa07,psa54,-1
psa09,psa54,-1
psa10,psa54,-1
psa11,psa54,-1
psa13,psa54,-1
psa16,psa54,-1
psa17,psa54,-1
