jFqNaH1FoEM,N6ei3xMoD4k,1
jFqNaH1FoEM,C0dk7_60eHU,-1
jFqNaH1FoEM,BSXV1crkcKc,-1
jFqNaH1FoEM,_a1AgqemdVE,-1
jFqNaH1FoEM,SwQdLGQf4QM,0
jFqNaH1FoEM,FO8BsF6mXaw,-1
jFqNaH1FoEM,_tlnYH1gyuA,-1
jFqNaH1FoEM,2oGJrufm_4w,1
jFqNaH1FoEM,qNmzeI9lk_4,1
jFqNaH1FoEM,Z_-hWZetOS0,0
jFqNaH1FoEM,Ohq4fbIkPiA,-1
jFqNaH1FoEM,ZhtGl9JmxR4,1
jFqNaH1FoEM,ZAsBiDXRQdM,0
jFqNaH1FoEM,_DUSWE8qbgA,1
jFqNaH1FoEM,t3LtPjj3C84,-1
jFqNaH1FoEM,vNC-T_y0RVU,-1
jFqNaH1FoEM,73tAER-jzm8,-1
jFqNaH1FoEM,p3vJq7HNoJI,-1
jFqNaH1FoEM,xVyhTmihBtg,X
N6ei3xMoD4k,C0dk7_60eHU,X
N6ei3xMoD4k,BSXV1crkcKc,X
N6ei3xMoD4k,_a1AgqemdVE,X
N6ei3xMoD4k,SwQdLGQf4QM,X
N6ei3xMoD4k,FO8BsF6mXaw,X
N6ei3xMoD4k,_tlnYH1gyuA,X
N6ei3xMoD4k,2oGJrufm_4w,X
N6ei3xMoD4k,qNmzeI9lk_4,X
N6ei3xMoD4k,Z_-hWZetOS0,X
N6ei3xMoD4k,Ohq4fbIkPiA,X
N6ei3xMoD4k,ZhtGl9JmxR4,X
N6ei3xMoD4k,ZAsBiDXRQdM,X
N6ei3xMoD4k,_DUSWE8qbgA,X
N6ei3xMoD4k,t3LtPjj3C84,X
N6ei3xMoD4k,vNC-T_y0RVU,X
N6ei3xMoD4k,73tAER-jzm8,X
N6ei3xMoD4k,p3vJq7HNoJI,X
N6ei3xMoD4k,xVyhTmihBtg,X
C0dk7_60eHU,BSXV1crkcKc,X
C0dk7_60eHU,_a1AgqemdVE,X
C0dk7_60eHU,SwQdLGQf4QM,X
C0dk7_60eHU,FO8BsF6mXaw,X
C0dk7_60eHU,_tlnYH1gyuA,X
C0dk7_60eHU,2oGJrufm_4w,X
C0dk7_60eHU,qNmzeI9lk_4,X
C0dk7_60eHU,Z_-hWZetOS0,X
C0dk7_60eHU,Ohq4fbIkPiA,X
C0dk7_60eHU,ZhtGl9JmxR4,X
C0dk7_60eHU,ZAsBiDXRQdM,X
C0dk7_60eHU,_DUSWE8qbgA,X
C0dk7_60eHU,t3LtPjj3C84,X
C0dk7_60eHU,vNC-T_y0RVU,X
C0dk7_60eHU,73tAER-jzm8,X
C0dk7_60eHU,p3vJq7HNoJI,X
C0dk7_60eHU,xVyhTmihBtg,X
BSXV1crkcKc,_a1AgqemdVE,1
BSXV1crkcKc,SwQdLGQf4QM,1
BSXV1crkcKc,FO8BsF6mXaw,0
BSXV1crkcKc,_tlnYH1gyuA,1
BSXV1crkcKc,2oGJrufm_4w,1
BSXV1crkcKc,qNmzeI9lk_4,1
BSXV1crkcKc,Z_-hWZetOS0,1
BSXV1crkcKc,Ohq4fbIkPiA,0
BSXV1crkcKc,ZhtGl9JmxR4,1
BSXV1crkcKc,ZAsBiDXRQdM,1
BSXV1crkcKc,_DUSWE8qbgA,1
BSXV1crkcKc,t3LtPjj3C84,0
BSXV1crkcKc,vNC-T_y0RVU,0
BSXV1crkcKc,73tAER-jzm8,0
BSXV1crkcKc,p3vJq7HNoJI,1
BSXV1crkcKc,xVyhTmihBtg,1
_a1AgqemdVE,SwQdLGQf4QM,1
_a1AgqemdVE,FO8BsF6mXaw,0
_a1AgqemdVE,_tlnYH1gyuA,0
_a1AgqemdVE,2oGJrufm_4w,1
_a1AgqemdVE,qNmzeI9lk_4,1
_a1AgqemdVE,Z_-hWZetOS0,1
_a1AgqemdVE,Ohq4fbIkPiA,0
_a1AgqemdVE,ZhtGl9JmxR4,1
_a1AgqemdVE,ZAsBiDXRQdM,1
_a1AgqemdVE,_DUSWE8qbgA,0
_a1AgqemdVE,t3LtPjj3C84,-1
_a1AgqemdVE,vNC-T_y0RVU,-1
_a1AgqemdVE,73tAER-jzm8,-1
_a1AgqemdVE,p3vJq7HNoJI,0
_a1AgqemdVE,xVyhTmihBtg,1
SwQdLGQf4QM,FO8BsF6mXaw,-1
SwQdLGQf4QM,_tlnYH1gyuA,-1
SwQdLGQf4QM,2oGJrufm_4w,1
SwQdLGQf4QM,qNmzeI9lk_4,0
SwQdLGQf4QM,Z_-hWZetOS0,0
SwQdLGQf4QM,Ohq4fbIkPiA,1
SwQdLGQf4QM,ZhtGl9JmxR4,-1
SwQdLGQf4QM,ZAsBiDXRQdM,1
SwQdLGQf4QM,_DUSWE8qbgA,0
SwQdLGQf4QM,t3LtPjj3C84,-1
SwQdLGQf4QM,vNC-T_y0RVU,-1
SwQdLGQf4QM,73tAER-jzm8,-1
SwQdLGQf4QM,p3vJq7HNoJI,0
SwQdLGQf4QM,xVyhTmihBtg,0
FO8BsF6mXaw,_tlnYH1gyuA,0
FO8BsF6mXaw,2oGJrufm_4w,1
FO8BsF6mXaw,qNmzeI9lk_4,1
FO8BsF6mXaw,Z_-hWZetOS0,0
FO8BsF6mXaw,Ohq4fbIkPiA,-1
FO8BsF6mXaw,ZhtGl9JmxR4,1
FO8BsF6mXaw,ZAsBiDXRQdM,1
FO8BsF6mXaw,_DUSWE8qbgA,0
FO8BsF6mXaw,t3LtPjj3C84,-1
FO8BsF6mXaw,vNC-T_y0RVU,0
FO8BsF6mXaw,73tAER-jzm8,0
FO8BsF6mXaw,p3vJq7HNoJI,1
